curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7257109004739336,['H2FV3', 'H2DS13', 'H2FS8', 'H2PF14', 'H1PF14', 'H2TO1', 'H2ED16', 'H2PF1', 'H2DS6', 'H1RM14', 'H1DS5', 'H1FS11', 'H1WP10', 'H1ED19', 'H2PF21', 'H1WP5', 'H2FS2', 'PA56', 'H1PF14', 'H2WP5', 'H1ED24', 'H2DS1', 'H1FS16', 'H1ED15', 'H1PF24', 'H1DS11', 'H1PF1', 'H1WP7', 'H1FS3', 'H2ED12', 'H2PF16', 'H1TO9', 'S62M', 'H2TO11', 'H2WP14', 'H2DS5', 'S62P', 'H1TO3', 'H1FS8', 'H1GH19', 'H2PF17', 'H2ED15', 'H1IR12', 'H1DS13', 'PA21', 'H1DS10', 'H2FS19', 'H2PF5', 'H2WP3', 'H1FS1', 'H1GH52', 'H1PF16', 'H2WP7', 'H2PF29', 'H1TO12', 'H2PR5', 'H1FS7', 'H2FS5', 'H2GH25', 'H1FS12', 'H2WP10', 'H2FS12', 'H2FV5', 'H1TS3', 'H2PF9', 'H2EE12', 'H2TO26', 'H1PF31', 'H1FS15', 'H2PF23'],87,26,50
232,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
233,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
234,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
235,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
236,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
237,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
238,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
239,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
240,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
241,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
242,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
243,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
244,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
245,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
246,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
247,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
248,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
249,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
250,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
251,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
252,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
253,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
254,0.7351895734597157,['H1GH52', 'H1FS19', 'H1WP10', 'H2DS9', 'H2PF23', 'H1DA2', 'H2ED16', 'H1TO1', 'H1PF15', 'H2TO28', 'H1GH20', 'H1PF8', 'H1FS17', 'H2GH27', 'S45A', 'H1PF33', 'H1FS1', 'H1WP3', 'H2GH30', 'H2FV2', 'H2FS15', 'H2PF32', 'H1PF26', 'H1FS9', 'H2PF1', 'H2PF13', 'H1DA6', 'H2GH25', 'S60M', 'H1PF16', 'H2GH45', 'H2FS10', 'H2DS4', 'H1SE4', 'H1EE5', 'H2WP5', 'H1TO3', 'H2GH31', 'H2EE12', 'H2PF30', 'H1FS16', 'H1FS15', 'H1FS13', 'H2ED5', 'H1ED2', 'H1PF23', 'H2WP1', 'H1ED19', 'H2PF12', 'H2PF22', 'H1FS10', 'S60N', 'H2PF33', 'H2FS12', 'H1WP7', 'H2PF7', 'H1ED15', 'H1DS6', 'H1GH20', 'H1PF32', 'H2PF35', 'S60L', 'H2DS13', 'H2ED17', 'H1DS12', 'H2PF25', 'H1FS11', 'S60O', 'H2FS7', 'H2TO11'],74,55,29
