curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
254,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
255,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
256,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
257,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
258,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
259,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
260,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
261,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
262,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
263,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
264,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
265,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
266,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
267,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
268,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
269,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
270,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
271,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
272,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
273,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
274,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
275,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
276,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
277,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
278,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
279,0.7120853080568721,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1DA2', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'S62E', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H1WP6', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H1DS9', 'H1ED16'],2,63,12
